gene_symbol,sex_analysis_recommendation,male_sufficient,female_sufficient,max_male_mice,max_female_mice
Rgl1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nup205,Both male and female analysis recommended,True,True,4.0,4.0
Resp18,Both male and female analysis recommended,True,True,6.0,4.0
Cep164,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ror1,Both male and female analysis recommended,True,True,8.0,8.0
Fam216a,Both male and female analysis recommended,True,True,4.0,4.0
Ugt2b38,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mlx,Both male and female analysis recommended,True,True,3.0,4.0
Mmachc,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Smchd1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cimip2b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Arhgef18,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ces2f,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sdk1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
L2hgdh,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Abhd17a,Both male and female analysis recommended,True,True,5.0,3.0
Ggps1,Both male and female analysis recommended,True,True,4.0,4.0
Col4a3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dleu7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zcchc2,Insufficient data for sex-specific analysis,False,False,,
Arhgap44,Both male and female analysis recommended,True,True,3.0,3.0
Gtf2h3,Both male and female analysis recommended,True,True,4.0,4.0
Nat8f2,Both male and female analysis recommended,True,True,4.0,4.0
Zfp91,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dusp23,Both male and female analysis recommended,True,True,4.0,4.0
Usp30,Both male and female analysis recommended,True,True,3.0,3.0
Cd38,Both male and female analysis recommended,True,True,7.0,7.0
Rgsl1,Both male and female analysis recommended,True,True,4.0,4.0
Ncoa3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc36a2,Both male and female analysis recommended,True,True,4.0,3.0
Elk1,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Gm6578,Female-only analysis recommended,False,True,1.0,3.0
Exosc2,Both male and female analysis recommended,True,True,4.0,4.0
Hcar2,Both male and female analysis recommended,True,True,8.0,8.0
Spring1,Both male and female analysis recommended,True,True,5.0,4.0
Psmc2,Female-only analysis recommended,False,True,4.0,4.0
Ucp1,Male-only analysis recommended,True,False,3.0,1.0
Dgkk,Insufficient data for sex-specific analysis,True,True,7.0,3.0
C1galt1,Both male and female analysis recommended,True,True,4.0,4.0
Rab19,Male-only analysis recommended,True,False,5.0,2.0
Sec63,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Prf1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lrrc71,Female-only analysis recommended,False,True,1.0,4.0
Saraf,Both male and female analysis recommended,True,True,4.0,4.0
Nudc,Both male and female analysis recommended,True,True,3.0,4.0
Trp53i11,Both male and female analysis recommended,True,True,4.0,4.0
Aven,Both male and female analysis recommended,True,True,4.0,4.0
Txnl1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Shisal1,Both male and female analysis recommended,True,True,10.0,11.0
Fkbp11,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gstp2,Both male and female analysis recommended,True,True,4.0,4.0
Syncrip,Female-only analysis recommended,False,True,2.0,5.0
Sptlc3,Both male and female analysis recommended,True,True,4.0,3.0
Chn1,Both male and female analysis recommended,True,True,4.0,4.0
2510002D24Rik,Female-only analysis recommended,False,True,2.0,3.0
Pkhd1l1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gtpbp10,Both male and female analysis recommended,True,True,4.0,4.0
Dnajc5b,Both male and female analysis recommended,True,True,8.0,7.0
Zfp507,Both male and female analysis recommended,True,True,4.0,3.0
Pla2g5,Both male and female analysis recommended,True,True,8.0,8.0
Nhlh2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fbxl3,Both male and female analysis recommended,True,True,8.0,7.0
Scn11a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tdrd3,Both male and female analysis recommended,True,True,4.0,4.0
Sh3bgrl3,Male-only analysis recommended,True,False,4.0,0.0
Dnajb14,Both male and female analysis recommended,True,True,4.0,4.0
Cckar,Both male and female analysis recommended,True,True,4.0,4.0
Krt75,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cenpe,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Iffo2,Both male and female analysis recommended,True,True,4.0,4.0
Mtmr3,Male-only analysis recommended,True,False,4.0,2.0
Piezo2,Both male and female analysis recommended,True,True,4.0,4.0
Vcpkmt,Both male and female analysis recommended,True,True,4.0,4.0
Tmem72,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fa2h,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Trim69,Both male and female analysis recommended,True,True,4.0,4.0
Foxd2,Both male and female analysis recommended,True,True,5.0,5.0
Klc2,Both male and female analysis recommended,True,True,7.0,6.0
Usp22,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Clnk,Both male and female analysis recommended,True,True,7.0,7.0
Kcnn4,Both male and female analysis recommended,True,True,8.0,8.0
Hcn1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rnf187,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nsd3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fat3,Both male and female analysis recommended,True,True,8.0,8.0
Spns2,Male-only analysis recommended,True,False,6.0,2.0
Syngr1,Both male and female analysis recommended,True,True,8.0,8.0
Rptor,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tfap2b,Both male and female analysis recommended,True,True,4.0,4.0
Tgfb3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tbc1d16,Both male and female analysis recommended,True,True,4.0,4.0
Papolb,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dlat,Both male and female analysis recommended,True,True,4.0,4.0
Virma,Male-only analysis recommended,True,False,4.0,0.0
Ppil6,Both male and female analysis recommended,True,True,4.0,4.0
Eci3,Male-only analysis recommended,True,False,4.0,0.0
Ptchd3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Hrnr,Female-only analysis recommended,False,True,1.0,3.0
Camk4,Both male and female analysis recommended,True,True,7.0,7.0
Elavl1,Both male and female analysis recommended,True,True,4.0,4.0
Amdhd1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mrm1,Female-only analysis recommended,False,True,0.0,4.0
Ssh1,Both male and female analysis recommended,True,True,3.0,4.0
Gpr156,Insufficient data for sex-specific analysis,False,False,1.0,2.0
Apool,Insufficient data for sex-specific analysis,True,True,4.0,3.0
Phf3,Female-only analysis recommended,False,True,2.0,3.0
Tspan5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Plk1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc6a7,Both male and female analysis recommended,True,True,4.0,4.0
Tpgs2,Both male and female analysis recommended,True,True,4.0,4.0
Fgf8,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Apoa4,Both male and female analysis recommended,True,True,4.0,4.0
Agxt2,Both male and female analysis recommended,True,True,4.0,4.0
Elp4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Klhl2,Both male and female analysis recommended,True,True,4.0,4.0
Fam199x,Insufficient data for sex-specific analysis,False,False,,
Ddx43,Both male and female analysis recommended,True,True,4.0,4.0
Gpr101,Insufficient data for sex-specific analysis,True,True,7.0,7.0
Csf3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc43a3,Both male and female analysis recommended,True,True,4.0,4.0
Lonp1,Both male and female analysis recommended,True,True,4.0,4.0
Dync1h1,Both male and female analysis recommended,True,True,3.0,3.0
Parp11,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Miga1,Male-only analysis recommended,True,False,4.0,2.0
Tomm6,Both male and female analysis recommended,True,True,8.0,8.0
Bms1,Insufficient data for sex-specific analysis,False,False,2.0,3.0
Zdhhc14,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Raet1c,Both male and female analysis recommended,True,True,4.0,4.0
Klhl18,Male-only analysis recommended,True,False,7.0,1.0
Gabrg3,Both male and female analysis recommended,True,True,4.0,4.0
Serpinb10,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Erbb2,Both male and female analysis recommended,True,True,4.0,4.0
Slc39a10,Both male and female analysis recommended,True,True,4.0,4.0
Vamp3,Female-only analysis recommended,False,True,2.0,5.0
Klhl22,Both male and female analysis recommended,True,True,4.0,4.0
Rala,Male-only analysis recommended,True,False,4.0,0.0
Ywhaq,Both male and female analysis recommended,True,True,4.0,4.0
Gpr155,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Knl1,Both male and female analysis recommended,True,True,4.0,4.0
Wfdc17,Both male and female analysis recommended,True,True,4.0,3.0
Ankrd24,Both male and female analysis recommended,True,True,4.0,4.0
Acoxl,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Foxi2,Both male and female analysis recommended,True,True,5.0,4.0
Krt1,Both male and female analysis recommended,True,True,11.0,7.0
Mccc2,Both male and female analysis recommended,True,True,4.0,4.0
Gapvd1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Wac,Female-only analysis recommended,False,True,1.0,3.0
Casz1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
F7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tars3,Female-only analysis recommended,False,True,1.0,4.0
Pde4c,Both male and female analysis recommended,True,True,4.0,4.0
Fut1,Both male and female analysis recommended,True,True,4.0,4.0
Klf14,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nop10,Both male and female analysis recommended,True,True,3.0,4.0
Npr2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Elmod2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Eefsec,Both male and female analysis recommended,True,True,4.0,4.0
Gigyf2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dnaaf9,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mrps25,Both male and female analysis recommended,True,True,4.0,4.0
Ccdc51,Both male and female analysis recommended,True,True,4.0,4.0
Phf19,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pabpc4,Male-only analysis recommended,True,False,4.0,0.0
Mtmr10,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dock4,Both male and female analysis recommended,True,True,4.0,4.0
Stac,Both male and female analysis recommended,True,True,4.0,4.0
Gria1,Both male and female analysis recommended,True,True,4.0,4.0
Dusp7,Female-only analysis recommended,False,True,2.0,4.0
Gsg1l,Both male and female analysis recommended,True,True,4.0,4.0
Osbpl8,Both male and female analysis recommended,True,True,4.0,4.0
Ppp2r5a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Alg13,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Pdss2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ctsm,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Hspb1,Both male and female analysis recommended,True,True,4.0,4.0
Ptp4a3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ube3a,Both male and female analysis recommended,True,True,8.0,8.0
B3galt1,Both male and female analysis recommended,True,True,3.0,3.0
Leprotl1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cmah,Both male and female analysis recommended,True,True,4.0,4.0
Ces1c,Both male and female analysis recommended,True,True,8.0,7.0
Trim37,Both male and female analysis recommended,True,True,3.0,3.0
Il13ra2,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Mvd,Both male and female analysis recommended,True,True,4.0,4.0
Txk,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Prss52,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Prag1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Hebp1,Both male and female analysis recommended,True,True,4.0,4.0
Cldn13,Both male and female analysis recommended,True,True,4.0,3.0
Xpo4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Prom2,Both male and female analysis recommended,True,True,4.0,4.0
Chst8,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ovol1,Both male and female analysis recommended,True,True,4.0,4.0
Tm9sf4,Male-only analysis recommended,True,False,4.0,1.0
Bves,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc15a1,Both male and female analysis recommended,True,True,8.0,6.0
Chd9,Female-only analysis recommended,False,True,1.0,3.0
Bambi,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Plxnb3,Male-only analysis recommended,True,False,6.0,0.0
Sfxn3,Male-only analysis recommended,True,False,6.0,0.0
Canx,Both male and female analysis recommended,True,True,8.0,8.0
Rnf166,Male-only analysis recommended,True,False,3.0,2.0
Aldh3b1,Male-only analysis recommended,True,False,4.0,0.0
Tmem100,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lrp1b,Both male and female analysis recommended,True,True,4.0,4.0
Acot2,Both male and female analysis recommended,True,True,4.0,4.0
Bmerb1,Both male and female analysis recommended,True,True,8.0,8.0
Ncmap,Both male and female analysis recommended,True,True,4.0,4.0
Pm20d1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Trim58,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sec14l4,Both male and female analysis recommended,True,True,4.0,4.0
Cnr1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tfec,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Prrc2c,Both male and female analysis recommended,True,True,4.0,4.0
D5Ertd579e,Both male and female analysis recommended,True,True,3.0,4.0
Ccdc6,Female-only analysis recommended,False,True,1.0,3.0
Mageh1,Insufficient data for sex-specific analysis,True,True,4.0,3.0
Spef1,Insufficient data for sex-specific analysis,False,False,1.0,2.0
Zfp219,Both male and female analysis recommended,True,True,4.0,4.0
Abhd13,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nt5dc2,Both male and female analysis recommended,True,True,4.0,4.0
Polr2l,Both male and female analysis recommended,True,True,3.0,4.0
Rab33b,Both male and female analysis recommended,True,True,4.0,4.0
Phkb,Both male and female analysis recommended,True,True,4.0,4.0
Gpr150,Both male and female analysis recommended,True,True,4.0,4.0
Zranb1,Both male and female analysis recommended,True,True,8.0,7.0
Tomm70a,Both male and female analysis recommended,True,True,4.0,4.0
