gene_symbol,allele_symbol,zygosity,center,all_bayes_factor,all_p_hearing_loss,all_hdi_lower,all_hdi_upper,all_n_mutants,all_n_controls,all_analysis_key,all_effect_6kHz-evoked,all_effect_12kHz-evoked,all_effect_18kHz-evoked,all_effect_24kHz-evoked,all_effect_30kHz-evoked,male_bayes_factor,male_p_hearing_loss,male_hdi_lower,male_hdi_upper,male_n_mutants,male_n_controls,male_analysis_key,male_effect_6kHz-evoked,male_effect_12kHz-evoked,male_effect_18kHz-evoked,male_effect_24kHz-evoked,male_effect_30kHz-evoked,female_bayes_factor,female_p_hearing_loss,female_hdi_lower,female_hdi_upper,female_n_mutants,female_n_controls,female_analysis_key,female_effect_6kHz-evoked,female_effect_12kHz-evoked,female_effect_18kHz-evoked,female_effect_24kHz-evoked,female_effect_30kHz-evoked
Crym,Crym<tm1b(KOMP)Wtsi>,homozygote,JAX,0.0251153254741158,0.227,0.016,0.443,8.0,2541.0,Crym_Crym<tm1b(KOMP)Wtsi>_homozygote_JAX,8.961,12.718,24.314,19.331,18.235,0.0612894667020429,0.249,0.018,0.503,4.0,1264.0,Crym_Crym<tm1b(KOMP)Wtsi>_homozygote_JAX_male,10.778,15.497,24.283,21.413,18.813,0.0131712259371833,0.136,0.0,0.358,4.0,1277.0,Crym_Crym<tm1b(KOMP)Wtsi>_homozygote_JAX_female,19.356,19.499,20.132,19.635,19.927
Mir96,Mir96<tm2.2(IMPC)Wtsi>,homozygote,WTSI,10.220196353436185,0.701,0.448,0.941,6.0,904.0,Mir96_Mir96<tm2.2(IMPC)Wtsi>_homozygote_WTSI,56.43,68.495,66.137,56.957,43.013,10.251758087201123,0.702,0.452,0.945,6.0,453.0,Mir96_Mir96<tm2.2(IMPC)Wtsi>_homozygote_WTSI_male,56.374,68.679,67.611,57.774,43.73,,,,,,,,,,,,
Mir96,Mir96<tm3.2(IMPC)Wtsi>,homozygote,WTSI,5.920415224913495,0.666,0.388,0.925,5.0,904.0,Mir96_Mir96<tm3.2(IMPC)Wtsi>_homozygote_WTSI,55.314,66.953,64.751,55.384,41.39,1.874595759971254,0.57,0.257,0.893,3.0,453.0,Mir96_Mir96<tm3.2(IMPC)Wtsi>_homozygote_WTSI_male,51.398,61.825,61.75,51.017,37.228,,,,,,,,,,,,
Mir96,Mir96<tm2.2(IMPC)Wtsi>,heterozygote,WTSI,0.0087000378262514,0.125,0.0,0.332,4.0,904.0,Mir96_Mir96<tm2.2(IMPC)Wtsi>_heterozygote_WTSI,19.988,19.991,20.01,20.033,20.011,0.013813204916994,0.143,0.0,0.372,3.0,453.0,Mir96_Mir96<tm2.2(IMPC)Wtsi>_heterozygote_WTSI_male,19.991,20.008,19.994,20.006,19.999,,,,,,,,,,,,
Ttc29,Ttc29<em1(IMPC)J>,homozygote,JAX,0.0094637223974763,0.174,0.009,0.378,8.0,2541.0,Ttc29_Ttc29<em1(IMPC)J>_homozygote_JAX,14.707,21.02,19.505,16.504,18.501,0.0746910263299301,0.256,0.011,0.52,4.0,1264.0,Ttc29_Ttc29<em1(IMPC)J>_homozygote_JAX_male,14.68,20.934,19.675,16.829,18.695,0.0075566750629722,0.125,0.0,0.327,4.0,1277.0,Ttc29_Ttc29<em1(IMPC)J>_homozygote_JAX_female,19.945,20.032,19.97,20.026,19.968
Cdk13,Cdk13<tm1b(EUCOMM)Hmgu>,heterozygote,HMGU,0.0008757662955085,0.091,0.0,0.246,7.0,755.0,Cdk13_Cdk13<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU,19.987,20.015,20.001,20.019,20.073,0.0075566750629722,0.126,0.0,0.329,4.0,392.0,Cdk13_Cdk13<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU_male,20.025,19.988,19.964,20.004,20.038,0.0163892770931266,0.142,0.0,0.375,3.0,363.0,Cdk13_Cdk13<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU_female,19.971,19.991,19.991,20.003,20.079
Ncam2,Ncam2<tm1b(EUCOMM)Hmgu>,homozygote,ICS,0.0055304172951231,0.122,0.0,0.324,6.0,1512.0,Ncam2_Ncam2<tm1b(EUCOMM)Hmgu>_homozygote_ICS,19.137,19.2,19.452,19.637,20.069,0.013813204916994,0.142,0.0,0.375,3.0,767.0,Ncam2_Ncam2<tm1b(EUCOMM)Hmgu>_homozygote_ICS_male,19.976,19.955,19.985,19.958,20.0,0.0353306587291316,0.168,0.0,0.437,3.0,745.0,Ncam2_Ncam2<tm1b(EUCOMM)Hmgu>_homozygote_ICS_female,19.371,19.424,19.599,19.748,19.99
Slc52a2,Slc52a2<tm1.1(KOMP)Vlcg>,heterozygote,TCP,0.2859668863526764,0.374,0.082,0.665,4.0,588.0,Slc52a2_Slc52a2<tm1.1(KOMP)Vlcg>_heterozygote_TCP,21.083,10.025,8.983,9.424,11.993,,,,,,,,,,,,,,,,,,,,,,,,
Avl9,Avl9<em1(IMPC)J>,homozygote,JAX,0.0012515644555694,0.089,0.0,0.24,8.0,2541.0,Avl9_Avl9<em1(IMPC)J>_homozygote_JAX,19.842,19.836,19.855,19.725,19.801,0.0131712259371833,0.134,0.0,0.354,4.0,1264.0,Avl9_Avl9<em1(IMPC)J>_homozygote_JAX_male,19.728,19.868,19.817,19.648,19.786,0.0071761299257207,0.125,0.0,0.338,4.0,1277.0,Avl9_Avl9<em1(IMPC)J>_homozygote_JAX_female,20.031,20.014,19.917,20.044,20.002
Pdk3,Pdk3<tm2a(KOMP)Wtsi>,homozygote,WTSI,0.0073029463611181,0.124,0.0,0.331,4.0,904.0,Pdk3_Pdk3<tm2a(KOMP)Wtsi>_homozygote_WTSI,20.005,19.965,20.011,19.927,19.965,,,,,,,,,,,,,0.0076835873535709,0.125,0.0,0.334,4.0,451.0,Pdk3_Pdk3<tm2a(KOMP)Wtsi>_homozygote_WTSI_female,20.017,19.989,19.98,20.016,20.039
Gpbp1,Gpbp1<tm1b(EUCOMM)Wtsi>,heterozygote,HMGU,0.0085728693898134,0.17,0.008,0.373,8.0,755.0,Gpbp1_Gpbp1<tm1b(EUCOMM)Wtsi>_heterozygote_HMGU,18.792,18.373,20.176,19.15,19.15,0.0107391029690461,0.127,0.0,0.337,4.0,392.0,Gpbp1_Gpbp1<tm1b(EUCOMM)Wtsi>_heterozygote_HMGU_male,19.908,19.942,20.06,19.819,19.974,0.0702341137123745,0.253,0.013,0.515,4.0,363.0,Gpbp1_Gpbp1<tm1b(EUCOMM)Wtsi>_heterozygote_HMGU_female,18.803,18.45,20.051,19.046,19.014
Ankrd9,Ankrd9<tm1(KOMP)Wtsi>,homozygote,WTSI,0.0050251256281407,0.168,0.006,0.354,8.0,904.0,Ankrd9_Ankrd9<tm1(KOMP)Wtsi>_homozygote_WTSI,12.074,18.805,19.768,17.09,20.429,0.0108668182966894,0.182,0.008,0.39,7.0,453.0,Ankrd9_Ankrd9<tm1(KOMP)Wtsi>_homozygote_WTSI_male,11.955,18.863,19.988,17.263,20.636,,,,,,,,,,,,
Eif3f,Eif3f<em1(IMPC)Hmgu>,heterozygote,HMGU,0.0002500625156289,0.083,0.0,0.223,8.0,1804.0,Eif3f_Eif3f<em1(IMPC)Hmgu>_heterozygote_HMGU,19.936,19.958,19.99,19.951,19.993,0.0081915563957151,0.124,0.0,0.331,4.0,920.0,Eif3f_Eif3f<em1(IMPC)Hmgu>_heterozygote_HMGU_male,19.979,20.028,19.983,19.964,19.944,0.0074297947361793,0.124,0.0,0.327,4.0,884.0,Eif3f_Eif3f<em1(IMPC)Hmgu>_heterozygote_HMGU_female,19.954,19.999,20.029,20.05,19.981
Bbc3,Bbc3<em1(IMPC)Marc>,homozygote,MARC,0.0089544709294993,0.126,0.0,0.335,4.0,147.0,Bbc3_Bbc3<em1(IMPC)Marc>_homozygote_MARC,20.002,19.99,19.951,19.959,20.024,,,,,,,,,,,,,,,,,,,,,,,,
Mroh8,Mroh8<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.0001250156269533,0.1,0.0,0.23,14.0,2953.0,Mroh8_Mroh8<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,21.012,17.388,16.071,18.516,18.099,0.0043942247332077,0.149,0.0,0.335,8.0,1480.0,Mroh8_Mroh8<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_male,20.863,17.333,16.345,18.563,18.158,0.0028832894571894,0.101,0.0,0.274,6.0,1473.0,Mroh8_Mroh8<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,19.985,20.02,19.992,20.083,19.986
Fam114a1,Fam114a1<em1(IMPC)J>,homozygote,JAX,0.001001001001001,0.084,0.0,0.231,8.0,2541.0,Fam114a1_Fam114a1<em1(IMPC)J>_homozygote_JAX,19.925,19.954,19.822,19.981,19.91,0.0081915563957151,0.125,0.0,0.335,4.0,1264.0,Fam114a1_Fam114a1<em1(IMPC)J>_homozygote_JAX_male,19.993,20.057,20.018,19.992,19.964,0.0094637223974763,0.13,0.0,0.345,4.0,1277.0,Fam114a1_Fam114a1<em1(IMPC)J>_homozygote_JAX_female,19.886,19.962,19.872,19.998,19.931
Pccb,Pccb<tm1.1(KOMP)Vlcg>,heterozygote,UC Davis,0.0081915563957151,0.126,0.0,0.336,4.0,569.0,Pccb_Pccb<tm1.1(KOMP)Vlcg>_heterozygote_UC Davis,20.011,20.035,20.05,19.998,20.026,,,,,,,,,,,,,,,,,,,,,,,,
Ube2f,Ube2f<em1(IMPC)Mbp>,heterozygote,UC Davis,0.0227563283047813,0.156,0.0,0.402,4.0,569.0,Ube2f_Ube2f<em1(IMPC)Mbp>_heterozygote_UC Davis,19.114,18.933,18.256,19.116,21.22,,,,,,,,,,,,,,,,,,,,,,,,
Adora2b,Adora2b<tm1.1(KOMP)Vlcg>,homozygote,JAX,0.0001250156269533,0.077,0.0,0.214,9.0,2541.0,Adora2b_Adora2b<tm1.1(KOMP)Vlcg>_homozygote_JAX,19.934,19.982,20.013,20.021,20.001,0.0037641154328732,0.112,0.0,0.301,5.0,1264.0,Adora2b_Adora2b<tm1.1(KOMP)Vlcg>_homozygote_JAX_male,19.882,19.938,20.036,19.934,19.965,0.0097185409567083,0.125,0.0,0.334,4.0,1277.0,Adora2b_Adora2b<tm1.1(KOMP)Vlcg>_homozygote_JAX_female,20.069,20.021,20.074,20.02,20.001
Adora2b,Adora2b<tm1.1(KOMP)Vlcg>,heterozygote,JAX,0.0989010989010989,0.297,0.053,0.558,6.0,2541.0,Adora2b_Adora2b<tm1.1(KOMP)Vlcg>_heterozygote_JAX,16.813,18.441,17.652,20.41,19.947,0.5290519877675841,0.426,0.113,0.759,3.0,1264.0,Adora2b_Adora2b<tm1.1(KOMP)Vlcg>_heterozygote_JAX_male,16.527,18.43,17.714,20.533,19.997,0.0150996066489024,0.146,0.0,0.376,3.0,1277.0,Adora2b_Adora2b<tm1.1(KOMP)Vlcg>_heterozygote_JAX_female,19.95,20.01,20.012,20.036,20.03
Lrrc8c,Lrrc8c<em1(IMPC)Mbp>,homozygote,UC Davis,0.0064159013712416,0.124,0.0,0.329,4.0,569.0,Lrrc8c_Lrrc8c<em1(IMPC)Mbp>_homozygote_UC Davis,19.976,19.947,19.974,20.019,20.039,,,,,,,,,,,,,,,,,,,,,,,,
Osbpl10,Osbpl10<em1(IMPC)J>,homozygote,JAX,0.0095911155981827,0.156,0.0,0.36,8.0,2541.0,Osbpl10_Osbpl10<em1(IMPC)J>_homozygote_JAX,18.714,18.512,18.479,17.139,16.221,0.0837171498238959,0.246,0.0,0.525,4.0,1264.0,Osbpl10_Osbpl10<em1(IMPC)J>_homozygote_JAX_male,18.447,18.457,18.276,17.053,16.003,0.0079375078745117,0.123,0.0,0.322,4.0,1277.0,Osbpl10_Osbpl10<em1(IMPC)J>_homozygote_JAX_female,19.969,20.02,20.038,20.013,19.965
Tmem164,Tmem164<em1(IMPC)J>,homozygote,JAX,0.0078105316200554,0.124,0.0,0.331,4.0,2541.0,Tmem164_Tmem164<em1(IMPC)J>_homozygote_JAX,19.995,20.056,20.033,20.06,19.974,,,,,,,,,,,,,0.0087000378262514,0.125,0.0,0.333,4.0,1277.0,Tmem164_Tmem164<em1(IMPC)J>_homozygote_JAX_female,19.965,19.996,19.964,19.925,19.936
Tmem164,Tmem164<em1(IMPC)J>,hemizygote,JAX,0.0085728693898134,0.127,0.0,0.335,4.0,2541.0,Tmem164_Tmem164<em1(IMPC)J>_hemizygote_JAX,20.066,19.98,19.889,19.957,20.034,0.0076835873535709,0.126,0.0,0.337,4.0,1264.0,Tmem164_Tmem164<em1(IMPC)J>_hemizygote_JAX_male,20.02,20.01,19.928,20.04,20.02,,,,,,,,,,,,
Dmd,Dmd<em1(IMPC)Hmgu>,hemizygote,HMGU,0.0078105316200554,0.125,0.0,0.33,4.0,1804.0,Dmd_Dmd<em1(IMPC)Hmgu>_hemizygote_HMGU,20.002,20.07,19.918,19.984,20.072,0.0081915563957151,0.125,0.0,0.333,4.0,920.0,Dmd_Dmd<em1(IMPC)Hmgu>_hemizygote_HMGU_male,19.975,20.007,19.998,19.989,20.035,,,,,,,,,,,,
Dmd,Dmd<em1(IMPC)Hmgu>,homozygote,HMGU,0.0083186286866649,0.124,0.0,0.335,4.0,1804.0,Dmd_Dmd<em1(IMPC)Hmgu>_homozygote_HMGU,19.965,20.021,19.926,20.099,20.009,,,,,,,,,,,,,0.0075566750629722,0.124,0.0,0.326,4.0,884.0,Dmd_Dmd<em1(IMPC)Hmgu>_homozygote_HMGU_female,20.003,19.95,19.976,20.028,20.04
Eif4g1,Eif4g1<em1(IMPC)Hmgu>,heterozygote,HMGU,0.069661719481214,0.271,0.03,0.522,8.0,1804.0,Eif4g1_Eif4g1<em1(IMPC)Hmgu>_heterozygote_HMGU,10.716,14.895,18.793,17.519,17.287,0.0351966873706004,0.182,0.0,0.443,4.0,920.0,Eif4g1_Eif4g1<em1(IMPC)Hmgu>_heterozygote_HMGU_male,17.648,16.988,20.235,19.419,18.517,0.0952902519167579,0.27,0.016,0.546,4.0,884.0,Eif4g1_Eif4g1<em1(IMPC)Hmgu>_heterozygote_HMGU_female,13.8,18.493,19.513,17.93,18.754
Vgll4,Vgll4<tm1b(EUCOMM)Hmgu>,heterozygote,HMGU,0.0008757662955085,0.083,0.0,0.224,8.0,1804.0,Vgll4_Vgll4<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU,19.976,20.028,19.984,19.985,19.955,0.0074297947361793,0.125,0.0,0.333,4.0,920.0,Vgll4_Vgll4<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU_male,19.975,20.012,20.027,20.05,19.907,0.0070493454179254,0.125,0.0,0.335,4.0,884.0,Vgll4_Vgll4<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU_female,20.041,20.017,20.002,20.089,20.0
Tekt1,Tekt1<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.0,0.073,0.0,0.195,15.0,2953.0,Tekt1_Tekt1<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,19.4,19.005,18.49,18.617,19.354,0.0025062656641604,0.1,0.0,0.266,7.0,1480.0,Tekt1_Tekt1<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_male,19.594,19.508,19.903,19.676,19.948,0.0031347962382445,0.121,0.0,0.303,8.0,1473.0,Tekt1_Tekt1<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,19.795,19.307,17.502,18.131,18.801
Gck,Gck<em1(IMPC)H>,heterozygote,MRC Harwell,0.0074297947361793,0.125,0.0,0.321,4.0,323.0,Gck_Gck<em1(IMPC)H>_heterozygote_MRC Harwell,19.995,19.909,20.038,20.058,19.95,,,,,,,,,,,,,,,,,,,,,,,,
Dmxl2,Dmxl2<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,0.0023806540533767,0.1,0.0,0.272,6.0,904.0,Dmxl2_Dmxl2<tm1a(EUCOMM)Wtsi>_heterozygote_WTSI,20.027,19.946,19.957,19.968,20.087,0.0052777079668258,0.113,0.0,0.305,5.0,453.0,Dmxl2_Dmxl2<tm1a(EUCOMM)Wtsi>_heterozygote_WTSI_male,19.856,19.9,19.932,19.911,20.001,,,,,,,,,,,,
Zdhhc22,Zdhhc22<em1(IMPC)J>,homozygote,JAX,0.001001001001001,0.092,0.0,0.248,8.0,2541.0,Zdhhc22_Zdhhc22<em1(IMPC)J>_homozygote_JAX,19.617,19.696,19.707,19.534,19.925,0.0073029463611181,0.126,0.0,0.329,4.0,1264.0,Zdhhc22_Zdhhc22<em1(IMPC)J>_homozygote_JAX_male,20.068,20.006,20.012,20.016,19.976,0.0219724067450178,0.149,0.0,0.398,4.0,1277.0,Zdhhc22_Zdhhc22<em1(IMPC)J>_homozygote_JAX_female,19.387,19.291,19.397,19.097,19.759
Gjd4,Gjd4<tm1.1(KOMP)Vlcg>,homozygote,JAX,0.0003751406777541,0.086,0.0,0.236,8.0,2541.0,Gjd4_Gjd4<tm1.1(KOMP)Vlcg>_homozygote_JAX,19.8,19.737,20.024,19.888,19.846,0.0093363613424173,0.125,0.0,0.33,4.0,1264.0,Gjd4_Gjd4<tm1.1(KOMP)Vlcg>_homozygote_JAX_male,19.953,19.913,19.968,19.946,19.948,0.0108668182966894,0.131,0.0,0.347,4.0,1277.0,Gjd4_Gjd4<tm1.1(KOMP)Vlcg>_homozygote_JAX_female,19.748,19.709,19.958,19.917,19.782
Fam53a,Fam53a<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.0,0.1,0.002,0.217,16.0,2953.0,Fam53a_Fam53a<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,17.652,23.599,15.002,17.001,18.302,0.0048988820499937,0.165,0.007,0.348,8.0,1480.0,Fam53a_Fam53a<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_male,17.715,23.281,15.31,17.072,18.483,0.0006253908692933,0.084,0.0,0.229,8.0,1473.0,Fam53a_Fam53a<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,20.053,20.012,19.898,20.049,20.013
Wdr45,Wdr45<em1(IMPC)J>,homozygote,JAX,3.206098843322818,0.621,0.326,0.922,4.0,2541.0,Wdr45_Wdr45<em1(IMPC)J>_homozygote_JAX,12.325,13.967,30.072,21.958,18.507,,,,,,,,,,,,,3.2757883484767505,0.621,0.314,0.905,4.0,1277.0,Wdr45_Wdr45<em1(IMPC)J>_homozygote_JAX_female,12.623,13.919,29.989,21.834,18.451
Wdr45,Wdr45<em1(IMPC)J>,hemizygote,JAX,3.4918585064570467,0.626,0.34,0.93,4.0,2541.0,Wdr45_Wdr45<em1(IMPC)J>_hemizygote_JAX,14.116,13.172,29.215,14.401,16.467,3.3080236941303176,0.622,0.319,0.905,4.0,1264.0,Wdr45_Wdr45<em1(IMPC)J>_hemizygote_JAX_male,13.695,13.224,29.209,14.733,16.518,,,,,,,,,,,,
Lrrc49,Lrrc49<tm1b(EUCOMM)Wtsi>,heterozygote,JAX,0.0052777079668258,0.139,0.0,0.327,8.0,2541.0,Lrrc49_Lrrc49<tm1b(EUCOMM)Wtsi>_heterozygote_JAX,17.855,18.857,18.959,18.603,17.662,0.0467094073007981,0.213,0.0,0.471,4.0,1264.0,Lrrc49_Lrrc49<tm1b(EUCOMM)Wtsi>_heterozygote_JAX_male,17.621,18.734,18.887,18.572,17.532,0.0075566750629722,0.126,0.0,0.33,4.0,1277.0,Lrrc49_Lrrc49<tm1b(EUCOMM)Wtsi>_heterozygote_JAX_female,19.993,19.993,20.034,19.998,20.024
Ppp4r3b,Ppp4r3b<tm1b(EUCOMM)Hmgu>,homozygote,HMGU,0.0005002501250625,0.092,0.0,0.252,7.0,1804.0,Ppp4r3b_Ppp4r3b<tm1b(EUCOMM)Hmgu>_homozygote_HMGU,19.92,19.973,20.015,20.0,20.04,0.0074297947361793,0.124,0.0,0.328,4.0,920.0,Ppp4r3b_Ppp4r3b<tm1b(EUCOMM)Hmgu>_homozygote_HMGU_male,20.006,19.94,20.014,19.997,20.027,0.015228426395939,0.143,0.0,0.376,3.0,884.0,Ppp4r3b_Ppp4r3b<tm1b(EUCOMM)Hmgu>_homozygote_HMGU_female,20.003,20.076,20.058,20.038,19.996
Casp8,Casp8<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,0.0,0.068,0.0,0.183,15.0,2953.0,Casp8_Casp8<em1(IMPC)Ccpcz>_heterozygote_CCP-IMG,19.762,19.441,18.494,18.888,19.32,0.0011262670504317,0.095,0.0,0.256,7.0,1480.0,Casp8_Casp8<em1(IMPC)Ccpcz>_heterozygote_CCP-IMG_male,19.922,19.954,19.866,19.924,19.978,0.0032605969400551,0.125,0.0,0.31,8.0,1473.0,Casp8_Casp8<em1(IMPC)Ccpcz>_heterozygote_CCP-IMG_female,19.719,19.237,17.305,17.945,18.695
Zfyve1,Zfyve1<em1(IMPC)J>,homozygote,JAX,0.0003751406777541,0.082,0.0,0.221,8.0,2541.0,Zfyve1_Zfyve1<em1(IMPC)J>_homozygote_JAX,19.967,19.979,19.972,20.05,20.026,0.0080645161290322,0.124,0.0,0.331,4.0,1264.0,Zfyve1_Zfyve1<em1(IMPC)J>_homozygote_JAX_male,19.948,19.998,19.987,20.022,19.983,0.0081915563957151,0.124,0.0,0.325,4.0,1277.0,Zfyve1_Zfyve1<em1(IMPC)J>_homozygote_JAX_female,20.002,19.954,19.964,19.944,19.963
Stat1,Stat1<tm2b(EUCOMM)Wtsi>,homozygote,ICS,0.0,0.1,0.004,0.221,16.0,1512.0,Stat1_Stat1<tm2b(EUCOMM)Wtsi>_homozygote_ICS,15.964,16.41,17.796,26.889,21.629,0.0006253908692933,0.084,0.0,0.23,8.0,767.0,Stat1_Stat1<tm2b(EUCOMM)Wtsi>_homozygote_ICS_male,20.045,20.0,19.971,19.92,19.92,0.0046464900163255,0.166,0.007,0.342,8.0,745.0,Stat1_Stat1<tm2b(EUCOMM)Wtsi>_homozygote_ICS_female,15.727,16.161,17.52,26.457,21.287
Cactin,Cactin<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,0.0,0.052,0.0,0.141,15.0,2953.0,Cactin_Cactin<em1(IMPC)Ccpcz>_heterozygote_CCP-IMG,20.017,20.026,20.056,19.992,19.96,0.0003751406777541,0.083,0.0,0.224,8.0,1480.0,Cactin_Cactin<em1(IMPC)Ccpcz>_heterozygote_CCP-IMG_male,20.073,19.983,19.993,19.97,19.937,0.0008757662955085,0.09,0.0,0.244,7.0,1473.0,Cactin_Cactin<em1(IMPC)Ccpcz>_heterozygote_CCP-IMG_female,19.974,19.978,20.07,20.002,20.029
Lactb,Lactb<tm1.1(KOMP)Mbp>,homozygote,HMGU,0.002004008016032,0.147,0.008,0.316,10.0,755.0,Lactb_Lactb<tm1.1(KOMP)Mbp>_homozygote_HMGU,19.585,17.023,17.041,20.611,19.975,0.0568031704095112,0.238,0.011,0.491,5.0,392.0,Lactb_Lactb<tm1.1(KOMP)Mbp>_homozygote_HMGU_male,19.612,16.854,16.725,20.673,20.129,0.0035122930255895,0.111,0.0,0.299,5.0,363.0,Lactb_Lactb<tm1.1(KOMP)Mbp>_homozygote_HMGU_female,20.038,19.984,20.045,19.969,20.025
Rlbp1,Rlbp1<tm1b(EUCOMM)Hmgu>,homozygote,MRC Harwell,0.0182003309151075,0.142,0.0,0.371,3.0,858.0,Rlbp1_Rlbp1<tm1b(EUCOMM)Hmgu>_homozygote_MRC Harwell,20.042,19.987,20.029,20.01,20.04,,,,,,,,,,,,,,,,,,,,,,,,
Ptp4a2,Ptp4a2<em1(IMPC)Tcp>,homozygote,TCP,0.0074297947361793,0.126,0.0,0.333,4.0,588.0,Ptp4a2_Ptp4a2<em1(IMPC)Tcp>_homozygote_TCP,19.941,20.081,20.031,19.988,20.035,,,,,,,,,,,,,,,,,,,,,,,,
Lamp5,Lamp5<em1(IMPC)J>,homozygote,JAX,0.0071761299257207,0.171,0.006,0.362,8.0,2541.0,Lamp5_Lamp5<em1(IMPC)J>_homozygote_JAX,14.557,16.665,26.997,15.653,17.546,0.0090817356205852,0.127,0.0,0.335,4.0,1264.0,Lamp5_Lamp5<em1(IMPC)J>_homozygote_JAX_male,19.867,19.896,19.919,19.966,19.923,0.0693757519048255,0.251,0.018,0.518,4.0,1277.0,Lamp5_Lamp5<em1(IMPC)J>_homozygote_JAX_female,14.864,16.704,27.292,15.355,17.628
Adgrf3,Adgrf3<em1(IMPC)J>,homozygote,JAX,0.001001001001001,0.085,0.0,0.227,8.0,2541.0,Adgrf3_Adgrf3<em1(IMPC)J>_homozygote_JAX,19.819,19.946,19.912,19.993,19.907,0.0089544709294993,0.127,0.0,0.337,4.0,1264.0,Adgrf3_Adgrf3<em1(IMPC)J>_homozygote_JAX_male,19.894,19.94,19.866,19.966,19.942,0.008827238335435,0.127,0.0,0.335,4.0,1277.0,Adgrf3_Adgrf3<em1(IMPC)J>_homozygote_JAX_female,19.919,19.934,19.969,19.967,20.004
Nfkbil1,Nfkbil1<tm1a(KOMP)Wtsi>,homozygote,WTSI,0.0073029463611181,0.125,0.0,0.326,4.0,904.0,Nfkbil1_Nfkbil1<tm1a(KOMP)Wtsi>_homozygote_WTSI,19.985,20.061,19.957,20.047,20.06,,,,,,,,,,,,,,,,,,,,,,,,
Togaram1,Togaram1<em1(IMPC)J>,heterozygote,JAX,0.001001001001001,0.09,0.0,0.241,8.0,2541.0,Togaram1_Togaram1<em1(IMPC)J>_heterozygote_JAX,19.567,19.759,20.005,19.655,19.823,0.0070493454179254,0.126,0.0,0.33,4.0,1264.0,Togaram1_Togaram1<em1(IMPC)J>_heterozygote_JAX_male,19.953,19.998,19.985,19.983,19.974,0.0165184243964421,0.145,0.0,0.378,4.0,1277.0,Togaram1_Togaram1<em1(IMPC)J>_heterozygote_JAX_female,19.107,19.497,19.973,19.218,19.561
Bud13,Bud13<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,0.0,0.053,0.0,0.147,15.0,2953.0,Bud13_Bud13<em1(IMPC)Ccpcz>_heterozygote_CCP-IMG,20.01,20.06,20.131,20.043,19.966,0.0008757662955085,0.091,0.0,0.245,7.0,1480.0,Bud13_Bud13<em1(IMPC)Ccpcz>_heterozygote_CCP-IMG_male,19.957,20.02,19.979,20.021,19.975,0.0002500625156289,0.083,0.0,0.226,8.0,1473.0,Bud13_Bud13<em1(IMPC)Ccpcz>_heterozygote_CCP-IMG_female,20.011,19.971,20.043,19.989,19.983
Zc3h12d,Zc3h12d<tm1b(EUCOMM)Hmgu>,homozygote,ICS,0.0017530678687703,0.1,0.0,0.264,6.0,1512.0,Zc3h12d_Zc3h12d<tm1b(EUCOMM)Hmgu>_homozygote_ICS,19.892,20.01,20.03,20.009,20.023,0.016002032004064,0.143,0.0,0.374,3.0,767.0,Zc3h12d_Zc3h12d<tm1b(EUCOMM)Hmgu>_homozygote_ICS_male,20.05,20.048,20.026,19.989,19.941,0.0166476045240818,0.143,0.0,0.377,3.0,745.0,Zc3h12d_Zc3h12d<tm1b(EUCOMM)Hmgu>_homozygote_ICS_female,20.058,19.955,19.946,20.014,20.017
Vwa5a,Vwa5a<em1(IMPC)J>,homozygote,JAX,0.0005002501250625,0.083,0.0,0.221,8.0,2541.0,Vwa5a_Vwa5a<em1(IMPC)J>_homozygote_JAX,20.021,20.111,20.068,20.064,20.006,0.0102285642126531,0.126,0.0,0.337,4.0,1264.0,Vwa5a_Vwa5a<em1(IMPC)J>_homozygote_JAX_male,20.032,19.999,20.032,20.001,19.981,0.0074297947361793,0.125,0.0,0.335,4.0,1277.0,Vwa5a_Vwa5a<em1(IMPC)J>_homozygote_JAX_female,20.032,19.968,19.971,19.97,19.993
